iabCat,masculinity,interest,IgName,IgLevel1,IgLevel2,PinkMin,PinkAvg,PinkMax
Travel,4105.0,6003154807105,Berlin,empty,"Travel, places and events",6.311585464823225,22.82393863348146,20.44756929817563
Sports,4104.0,6003397640947,FC Barcelona Bàsquet,empty,Sports and outdoors,-20.07870944902144,34.82707757052137,16.13493544900678
Sports,4103.0,6003011918081,San Antonio Spurs,Sports Team,Sports and outdoors,202.12580431880878,-3.9359115603843833,6.559639351340502
Law Government & Politics,4102.0,6002998096382,Sovereign state,empty,News and entertainment,3.3823408633023386,21.037427716875477,19.001934849880392
Sports,4101.0,6003332465028,Red Bull Racing,empty,Sports and outdoors,-2.831074085646461,7.5162188033458595,7.363781175066709
Arts & Entertainment,4100.0,6002911345572,Techno,empty,News and entertainment,4.60530227949392,-1.8018072158821519,-0.5959040399118708
Automotive,4099.0,6003143214166,Toyota Hilux,empty,Hobbies and activities,-4.622991441219335,4.024017530096236,7.711633514878856
Travel,4098.0,6003221576145,Santa Fe Province,City,"Travel, places and events",2.503523594557789,7.489807705652473,8.003496589356015
Business,4097.0,6003285758711,Kawasaki Heavy Industries,empty,Business and industry,-15.182619393307817,-3.9774166308060916,-5.020528994747735
Sports,4096.0,6003108363784,Artistic gymnastics,Local Business,Sports and outdoors,38.300721362529615,26.404623138214276,26.33344650065427
Health & Fitness,4095.0,6003043027845,Energy,empty,Hobbies and activities,1.4500083924400033,15.222014466425232,14.84486276262016
Sports,4094.0,6003142193961,Rugby union,empty,Sports and outdoors,85.267317145864,24.031755794515547,24.592519636425433
Arts & Entertainment,4093.0,6003092152617,East Coast hip hop,empty,News and entertainment,2.396021961685794,12.581611140988882,12.696874017331712
Technology & Computing,4092.0,6003246361542,Download,empty,Technology,1.3425742354999894,1.6481622762761796,2.4279508487554007
Technology & Computing,4091.0,6003341936945,MP3,empty,Hobbies and activities,195.61136186566802,-36.81067301323256,-19.088061280614724
Sports,4090.0,6002969310568,Sporting de Gijón,Sports Team,Sports and outdoors,175.4562213863494,90.65559628517566,101.82768921894944
Technology & Computing,4089.0,6003704710113,Real-time strategy,empty,News and entertainment,55.51227122442458,13.35851350166389,14.775584020330161
Automotive,4088.0,6003030687807,Manual transmission,empty,Hobbies and activities,15.469372686042991,14.576897598164479,17.213930760259274
Arts & Entertainment,4087.0,6004391558024,The One (2001 film),Movie,News and entertainment,8.143210335428549,21.580055474280535,18.588884045677013
Arts & Entertainment,4086.0,6003143154566,Dwayne Johnson,empty,People,-1.7891385140079539,27.15058170876343,26.012018071690967
Automotive,4085.0,6003280329043,Battery charger,empty,Hobbies and activities,-2.8488319695090745,14.526561047036893,9.33261801243259
Automotive,4084.0,6003346992274,Car wash,empty,Business and industry,0.6482783726798871,19.92028217413715,21.003494224750348
Travel,4083.0,6003227064538,Southeast Asia,empty,"Travel, places and events",7.908542640293119,18.37776070555998,18.28993259584719
Style & Fashion,4082.0,6003277120810,Arena (swimwear),empty,Business and industry,99.3283500995748,41.35986173666896,34.21291248732277
Style & Fashion,4081.0,6002868925110,Gothic fashion,empty,empty,4.500759752749407,18.005149085124696,20.957047603614793
Sports,4080.0,6003142510668,Scuderia Ferrari,empty,Sports and outdoors,17.179181278397394,27.021601267622014,37.594583677577276
Technology & Computing,4079.0,6002966146529,Open world,empty,Business and industry,2.9673167547745587,-6.654213863780101,-2.9953169171318117
Automotive,4078.0,6003280919843,Toyota Camry,empty,Hobbies and activities,-5.959173411082817,11.033934653797793,11.368033034398977
Law Government & Politics,4077.0,6003375136781,European Parliament,Event,Business and industry,-11.68623469386458,21.430564364300263,20.314304593125595
Arts & Entertainment,4076.0,6003153229058,Fun,empty,News and entertainment,7.415647149400106,22.25012438921292,38.19350944539666
Technology & Computing,4075.0,6003204411326,IPod Touch,empty,Technology,3.8305431051914076,21.08312995945401,20.53698832315173
Arts & Entertainment,4074.0,6003181302150,Traffic (2000 film),Movie,News and entertainment,-16.888763090692528,-9.532596417579475,-8.35662028564252
Business,4073.0,6003158186275,Hewlett-Packard,empty,Business and industry,3.0845084475407427,-4.122646764854797,-3.8922545507633686
Travel,4072.0,6004181748295,Iceland,empty,"Travel, places and events",-1.0255034295514303,10.330080844551564,17.243607018864896
News,4071.0,6003319525908,Record (newspaper),Local Business,News and entertainment,11.878881492093033,30.850354197534827,30.310818121870103
Careers,4070.0,6003123100858,Engineer,empty,Business and industry,8.343256887293053,15.340221293578123,13.093472433812293
Education,4069.0,6003280181159,Japanese language,empty,Lifestyle and culture,-6.8560142983159125,8.200902029919344,9.827813562081447
Automotive,4068.0,6004127260506,Muscle car,empty,Hobbies and activities,58.83246575865687,25.71439006444102,29.400613557749473
Automotive,4067.0,6003280284410,Aprilia,Local Business,Business and industry,3.350746144668407,27.513822862951443,26.840500619782027
Travel,4066.0,6003509767931,Argentina,empty,"Travel, places and events",4.085777629958277,20.644088567521365,17.900358886970928
Technology & Computing,4065.0,6003209652133,PlayStation 3,empty,Technology,5.361922142706766,12.378268292560492,13.26136186205849
Technology & Computing,4064.0,6003312044799,Unmanned aerial vehicle,empty,Business and industry,-26.514972878239107,20.022804662250365,20.850424819446786
Automotive,4063.0,6003344773239,Citroën,empty,Hobbies and activities,1.5438224428555753,6.932742786142642,6.913439465801684
Travel,4062.0,6004003708061,India,empty,"Travel, places and events",6.10222115208609,23.847336843928527,24.77970656700446
Arts & Entertainment,4061.0,6003157573630,Glamour photography,empty,Business and industry,1.5225694440130264,4.606902885459336,4.520998047759902
Arts & Entertainment,4060.0,6003380892651,Partner (2007 film),TV & Movies,News and entertainment,3.23219206226095,14.790984921131749,14.049351162932135
Automotive,4059.0,6003355359637,Porsche 911 GT2,Local Business,Hobbies and activities,5.605980023479738,20.079750089585495,18.172188344353074
Sports,4058.0,6003155330905,CA Osasuna,Sports Team,Sports and outdoors,3.128629440598531,14.26373584136281,14.234370747333706
Business,4057.0,6003398332083,Contract,empty,"Travel, places and events",51.464765077106684,7.313961109310583,11.0317617240743
Arts & Entertainment,4056.0,6003412667391,Radio,empty,Technology,1.6827350283500533,9.424539815007545,10.581037159834825
Sports,4055.0,6003672256662,FC Barcelona Rugby,empty,Business and industry,7.168730984029719,10.111135597111362,6.303635531119632
Arts & Entertainment,4054.0,6003440235625,Twitch,Video Game,empty,-1.7553809141648813,11.982553905270676,14.611299130910288
Automotive,4053.0,6003209799030,Sports sedan,empty,Hobbies and activities,5.730778762291842,11.343392334940681,11.593002436520717
Sports,4052.0,6003378067943,Granada CF,Sports Team,Sports and outdoors,31.47221127055873,-6.563911099888433,-2.2697766099917027
Sports,4051.0,6003375770477,El Clásico,empty,Sports and outdoors,226.37412314327722,25.815786468243335,30.53473479731065
Personal Finance,4050.0,6003443512671,Tax,empty,Business and industry,3.7945289921421286,9.030956775191381,11.187053809733877
Sports,4049.0,6003111310445,FC Barcelona Handbol,empty,Business and industry,88.36604723613209,5.895210910312137,24.245896791810246
Law Government & Politics,4048.0,6003264998514,United States Department of Defense,empty,Business and industry,3.803661151347285,1.259244357022079,1.298486777148765
Technology & Computing,4047.0,6003233117498,Intel,empty,Business and industry,-30.468279512774384,-3.3326914846890454,-1.9063248559172328
Arts & Entertainment,4046.0,6003184558161,West Coast hip hop,empty,News and entertainment,-3.4340632535773485,10.78510005653013,9.072747616348561
Sports,4045.0,6003483841998,Road bicycle racing,empty,Sports and outdoors,13.075231191608301,12.455895436645946,13.076591802678584
Arts & Entertainment,4044.0,6003584475638,Comedy club,empty,Hobbies and activities,15.182548062866381,13.145668546495262,-4.471747859473136
Arts & Entertainment,4043.0,6003389754796,Comedian,empty,Business and industry,0.45769233888123095,6.6644316807397725,6.926502628619237
Sports,4042.0,6002939829659,Kawhi Leonard,Athlete,People,-16.9595195913572,112.62555730401891,96.78428051731768
Automotive,4041.0,6003278069580,Infiniti,Motor Vehicle Company,Business and industry,6.195096576163576,19.772624229296053,18.90234898283161
Technology & Computing,4040.0,6003649000038,Nokia,empty,Business and industry,-3.11783830618878,-6.666061078721096,-1.7021687145306355
Travel,4039.0,6003106362234,Shanghai,empty,"Travel, places and events",3.141790417384403,-9.610939800425854,-9.900345511986577
Automotive,4038.0,6003176440445,Petroleum,empty,Business and industry,5.477568125357835,13.43283120183692,13.785819706890836
Science,4038.0,6003176440445,Petroleum,empty,Business and industry,5.477568125357835,13.43283120183692,13.785819706890836
Arts & Entertainment,4037.0,6003368242141,PlayStation Network,empty,Business and industry,0.7665986242918233,7.822079556673964,10.21926910021726
Travel,4036.0,6003142882161,On the Road,Book,News and entertainment,5.299236621347733,16.321396219550305,17.17186799525201
Sports,4035.0,6003539999873,Kart racing,empty,Sports and outdoors,38.77056170535823,-20.85127047398751,-8.666109905694844
Illegal Content,4034.0,6003484127669,Casino,empty,"Travel, places and events",5.71619077265045,6.709481983988374,6.9596749677795104
Technology & Computing,4033.0,6004131486306,C++,Language,Technology,0.5535153545898845,-2.061237979156248,-2.053310669082466
Automotive,4032.0,6003175622214,Commercial vehicle,empty,Hobbies and activities,-0.6508251470297555,-10.180499668657033,5.06291403120351
Careers,4031.0,6003632260183,Civil engineering,empty,Business and industry,3.184632211644483,27.32764835431175,25.029106857024786
Arts & Entertainment,4030.0,6003469874764,Carnival,empty,News and entertainment,7.088728518054949,21.5650337345096,21.267350106086287
Arts & Entertainment,4029.0,6003227834099,ReverbNation,Website,Business and industry,15.194609008990328,-27.298637727276745,-18.146917594353905
Sports,4028.0,6003320381108,Spanish football league system,empty,Sports and outdoors,4.626860633962436,7.854139734046033,8.273333345914178
Travel,4027.0,6002960536329,Salento,Landmark & Historical Place,Lifestyle and culture,23.06807438939663,-25.239709942200665,-7.01317371795623
Travel,4026.0,6003064649070,Mountains,empty,"Travel, places and events",2.5780292892431285,22.882886925580838,22.054699495962872
Automotive,4025.0,6003430470457,BMW Motorrad,empty,Business and industry,4.144346401257787,5.781155976155495,7.8298875331452
Automotive,4024.0,6003121936334,Karl Benz,Local Business,People,4.795422778919391,24.97519844320339,22.917873133369778
Travel,4023.0,6003174240952,Portugal,empty,"Travel, places and events",-16.39145863956643,19.31804988210984,22.82945291348203
Law Government & Politics,4022.0,6003261367957,United States Armed Forces,empty,Business and industry,4.731582273793552,17.688212859142652,16.97517508749524
Careers,4021.0,6003527528795,Mechanical engineering,empty,Business and industry,-7.533707412955985,21.249607570391703,21.265339059660647
Automotive,4020.0,6002990294459,Torque,empty,Technology,2.740927746277426,11.381035421910582,11.760690538131914
Automotive,4019.0,6003239709098,Private transport,Travel Service,Hobbies and activities,-0.9706839079809129,2.961338376813087,2.9332372060427194
Arts & Entertainment,4018.0,6003246168013,Simulation games,empty,News and entertainment,5.531793665020982,7.072290977068958,9.584479354144513
Education,4017.0,6003149806633,Romanian language,Local Business,Lifestyle and culture,9.099564017909469,11.560326726908103,11.902557522450708
Sports,4016.0,6003111458035,Athletic Bilbao,Sports,Sports and outdoors,10.474546787954843,16.5776787246625,15.292533324543923
Arts & Entertainment,4014.0,6003057052932,Bounce music,Musical Genre,News and entertainment,2.985929508257418,10.78443849416444,11.24005671868623
Automotive,4013.0,6003064604270,Off-road vehicle,empty,Hobbies and activities,1.8839851123298168,33.4259596941302,31.038105629117744
Law Government & Politics,4012.0,6003210792176,Donald Trump,empty,People,6.433302722750643,12.258200961979158,16.044682960643765
Science,4011.0,6003315633191,Lead,empty,Sports and outdoors,5.068292625944367,12.258200961979158,14.503970139644924
Arts & Entertainment,4010.0,6002927517562,Japanese hip hop,Local Business,News and entertainment,121.45897961385586,-3.9566127881355793,6.371129225505168
Sports,4009.0,6003211276333,Fédération Internationale de Motocyclisme,Local Business,Sports and outdoors,153.21931196550142,-4.558638152669814,8.216508864727125
Sports,4008.0,6003434458143,Strongman (strength athlete),Local Business,empty,11.61087506871851,1.8346130991370613,8.507295125485282
Arts & Entertainment,4007.0,6003390337396,Glitch (music),empty,News and entertainment,4.894548240633202,9.126350349398038,8.071004632071311
Arts & Entertainment,4006.0,6003339411221,French hip hop,empty,News and entertainment,12.426225534479446,15.20359158241697,28.25470948381423
Arts & Entertainment,4005.0,6003155409305,Electronic dance music,empty,News and entertainment,3.971709790516639,11.586529967820251,11.307995154695702
Careers,4004.0,6003142845761,Employment,empty,Business and industry,2.2068314175012484,-3.2161586686147112,-2.4750514471312717
Travel,4003.0,6003343787628,Namibia,Country,"Travel, places and events",6.746608058462357,84.09406019679352,79.34082513148866
Arts & Entertainment,4002.0,6003030421007,Marvel Comics,empty,Business and industry,0.3673318590609876,8.569695402574702,8.995942833036786
Style & Fashion,4001.0,6003353416930,Beard,empty,Fitness and wellness,16.991145336414235,16.814541681370113,27.616320985303084
Arts & Entertainment,4000.0,6003641867020,Survival horror,empty,News and entertainment,2.422830747308653,15.327113487056286,15.893642189144696
Technology & Computing,3999.0,6003143540247,Closed-circuit television,empty,Business and industry,7.593800275898181,6.179521476737037,6.593964976795757
Sports,3998.0,6003412967406,Real Sociedad,Amateur Sports Team,Sports and outdoors,403.2920732367057,79.40002466083885,99.33276334363258
Business,3997.0,6002989570768,Industry,empty,Hobbies and activities,3.3753448219088975,13.224181992308615,13.33367714370296
Travel,3996.0,6003901761466,Thailand,empty,"Travel, places and events",4.93542338555231,5.185949507366047,6.3709281717547075
Hobbies & Interests,3995.0,6003142554261,Ninja,empty,Business and industry,1.8545304310997643,11.297088473470739,11.781560724925148
Sports,3994.0,6003337833654,2010–11 Manchester United F.C. season,empty,Sports and outdoors,1.899498888384016,11.180524302064523,11.80225298422205
Arts & Entertainment,3993.0,6003066041870,Jerkin',Local Business,News and entertainment,-0.28349117403630675,13.038888198132135,12.647953313515064
Sports,3992.0,6003122958658,Boating,empty,Sports and outdoors,-0.6830403175470279,11.50599047809207,12.41306776062751
Arts & Entertainment,3991.0,6003061522644,Heroes (TV series),empty,News and entertainment,43.379287273223284,-7.391930325852761,1.09510519392806
Arts & Entertainment,3990.0,6003605717820,Anime movies,empty,News and entertainment,3.6830250017618367,9.148837567261884,9.346596389749251
Careers,3989.0,6003359124987,Software developer,empty,Business and industry,5.411460392806632,11.170584760845738,10.81674178456911
Sports,3988.0,6003374530525,Skateboarding,empty,Sports and outdoors,-8.389164760083458,0.3520326125327453,1.4993787593785415
Arts & Entertainment,3987.0,6003224448276,Call of Duty: Black Ops,empty,News and entertainment,9.571608268626838,-21.324223997487042,-19.233237108855896
Travel,3986.0,6003280677854,Romania,empty,"Travel, places and events",-74.82556718290525,13.520407927259365,10.43899934960012
Business,3985.0,6003131536236,Kickstarter,empty,Business and industry,13.627632631386877,16.778240384231058,15.762820214141373
Technology & Computing,3984.0,6002990109846,Base (mobile telephony provider),empty,Business and industry,13.346316054716068,-33.234653403879506,-28.935078176817697
Arts & Entertainment,3983.0,6003159502734,Call of Duty,empty,News and entertainment,-5.2090293188795,-11.445757292777566,-8.917743632755148
Arts & Entertainment,3982.0,6003199481065,Country rap,Musical Genre,News and entertainment,-12.020814798821204,58.645006833006924,48.59028942788783
Automotive,3981.0,6003339320159,Superbike World Championship,TV,Sports and outdoors,-14.99084508736275,-0.9229891455423159,1.7709991762936201
Automotive,3980.0,6003301848228,Motorcycle club,Local Business,Business and industry,1.962592039713115,14.5638875095429,20.708336978958602
Arts & Entertainment,3979.0,6003678345107,British hip hop,Local Business,News and entertainment,5.773038536519865,48.00224320855368,42.369128023988
Arts & Entertainment,3978.0,6003329326848,Atlanta hip hop,Musical Genre,News and entertainment,50.132528795329435,17.52484331305121,15.999321821126493
Business,3977.0,6003456044303,Mining,empty,Hobbies and activities,12.444909009045,27.854994421369,24.958502471036272
Arts & Entertainment,3976.0,6003196765724,Wonky (music),Musical Genre,News and entertainment,3.543006692315674,11.424076287863345,12.140847242292278
Technology & Computing,3975.0,6003401495747,Videotelephony,empty,Technology,2.9407963186692694,8.399062710045495,8.718816198173311
Arts & Entertainment,3974.0,6004108615609,Chicano rap,Music,News and entertainment,-0.6929255804872888,3.8154997651615323,3.7947262370711674
Travel,3973.0,6003970493696,Ottawa,City,"Travel, places and events",3.4137143295285943,26.731638583225568,19.771631158326397
Shopping,3972.0,6003280854651,Skip Hop,Baby Goods/Kids Goods,Family and relationships,1.048764249891414,2.419741976415425,3.463229933508121
Arts & Entertainment,3971.0,6003417378239,Plays,empty,News and entertainment,3.278558517793124,11.673603081259227,10.247670384768439
Law Government & Politics,3970.0,6003136385750,Nation,empty,empty,1.2310382035943308,-3.4120241442228734,-2.413088462981475
Travel,3969.0,6003495211827,Czech Republic,empty,"Travel, places and events",-1.8130290941797753,-13.22487896066195,-15.413756956120016
Technology & Computing,3968.0,6003253142511,Action-adventure game,empty,News and entertainment,-1.2976464784227688,14.710651629916656,15.228812831290197
Law Government & Politics,3967.0,6003329537779,Citizenship,empty,Hobbies and activities,0.18266464072050193,10.765372500936985,10.291330673431283
Travel,3966.0,6003026253893,Detroit,empty,"Travel, places and events",7.233516028156888,26.154959070657878,17.010074881651406
Arts & Entertainment,3965.0,6003224474661,Alternative hip hop,empty,News and entertainment,84.56908685244912,19.161226139073193,27.09055516834253
Arts & Entertainment,3964.0,6003305536421,Midwest hip hop,empty,News and entertainment,-7.954982469183639,69.86815317875066,60.68733468107129
Law Government & Politics,3963.0,6003199146465,United States Air Force,empty,Business and industry,4.307324641466018,9.599793336643291,11.04457570736982
Arts & Entertainment,3962.0,6002998254982,Television channel,empty,Business and industry,1.47351546828328,10.946377663100925,11.003462196933437
Arts & Entertainment,3961.0,6004054390148,Tank (American singer),Public Figure,People,17.566725649362667,-28.297757720629555,-20.44925926061648
Sports,3960.0,6003650599090,Villarreal CF,Sports Team,Sports and outdoors,-15.075206830534597,-49.27006226380077,-43.30441934742898
Law Government & Politics,3959.0,6003579437903,Stephen Harper,Local Business,People,1.4923551709765128,25.213998969561494,22.796178202243624
Sports,3958.0,6003051414416,Extreme sport,empty,Sports and outdoors,-6.441419759993606,11.043205451521338,9.876972986256158
Travel,3957.0,6003483120598,Nevada,empty,"Travel, places and events",-1.5236663610720513,23.77207609516919,24.909695287654145
Business,3956.0,6003526234370,Online advertising,empty,Business and industry,4.677299816108499,10.838493721015414,9.232724856828366
Automotive,3955.0,6002998546044,Moto Guzzi,Event,Business and industry,-4.731724806035927,-21.20378222895649,-3.4407298158449104
Automotive,3954.0,6003571501918,Kawasaki Ninja ZX-10R,Travel Service,Hobbies and activities,3.4443496034251826,9.455761777320964,8.670923267071709
Technology & Computing,3953.0,6003124079149,World of Warcraft,empty,News and entertainment,-0.38517812085087666,-1.7398822875247806,-1.4503397143859889
Automotive,3952.0,6004004806506,Piaggio,Local Business,Business and industry,-0.6480310193908361,-0.14178798571131335,0.1484666362179703
Personal Finance,3951.0,6002998995844,Bitcoin,empty,Business and industry,0.8036823352028363,8.540845593667642,8.182449134453824
Automotive,3950.0,6003491261431,Nissan GT-R,Cars,Hobbies and activities,-3.6334129194043925,8.08517816609712,15.662575578585425
Society,3949.0,6003646222620,Slovakia,empty,"Travel, places and events",-0.21293808376802925,41.968563405321525,36.7564336093206
Sports,3948.0,6003232099388,Kobe Bryant,empty,People,3.988814741355898,14.283037402103067,11.938363706236037
Sports,3947.0,6003136045008,World Championship Wrestling,Local Business,Business and industry,56.11348278223179,23.860317830163595,24.086733247153106
Technology & Computing,3946.0,6004183813895,Steam (software),empty,Technology,14.3112781925666,8.195303351463473,12.932436055684313
Automotive,3945.0,6003169755036,Dodge,empty,Hobbies and activities,21.44789256498145,17.50790452711687,18.340898397827516
Law Government & Politics,3944.0,6003703762913,Law,empty,Business and industry,6.053499612094858,20.894223503021976,20.59897054027677
Sports,3943.0,6004217536306,Sevilla FC,empty,Sports and outdoors,12.379147907910772,33.50879602216474,33.093998335314325
Sports,3942.0,6003136031008,Segunda División,empty,Sports and outdoors,5.207459814734433,2.9983836990983175,8.981925897605628
Sports,3941.0,6003845833252,Off-road racing,Sport,Sports and outdoors,6.258279580453127,10.107757693767587,10.741986477680529
Careers,3940.0,6003148546952,Audio engineer,empty,Business and industry,4.5253737834644046,27.76765723031637,27.466071950388102
Arts & Entertainment,3939.0,6003582732907,Rock music,empty,News and entertainment,9.776743036838837,8.739790355070527,7.34383121533438
Arts & Entertainment,3938.0,6003029914807,Action role-playing game,empty,News and entertainment,8.084869148836464,3.375378226085475,16.259729784252713
Arts & Entertainment,3937.0,6003195522298,Southern hip hop,empty,News and entertainment,4.205383526753037,8.158433930224152,7.9270930822766505
Arts & Entertainment,3936.0,6012875345920,Korean hip hop,Musical Genre,News and entertainment,6.379526230246473,14.868822501131287,-6.6690809688584824
Automotive,3935.0,6003243018499,Brake,empty,Technology,8.329382815584585,40.498164987467206,39.255709395617686
Sports,3934.0,6003397561547,Karate,empty,Sports and outdoors,2.9056801084852166,26.267927262946166,24.88784248411768
Travel,3933.0,6003653595838,San Francisco Bay Area,Region,"Travel, places and events",-7.90674298103294,4.103593864351532,5.874193565550558
Sports,3932.0,6002960908962,Angling,empty,Sports and outdoors,4.288939728998886,12.398649790022858,11.517986618893394
Style & Fashion,3931.0,6003654257078,Model (people),empty,empty,4.789284181214145,9.126350349398038,8.071004632071311
Business,3930.0,6003182861722,Pay television,empty,Business and industry,3.912595592709116,-9.2835424060792,-8.502772985004732
Automotive,3929.0,6003023033756,Executive car,empty,empty,6.184527357701372,11.955880813604992,9.272540836142948
Arts & Entertainment,3928.0,6003139637826,Miami bass,Local Business,News and entertainment,2.5353395122899336,10.755142041806275,10.352954307457466
Law Government & Politics,3927.0,6003345669874,Security,empty,Business and industry,2.3391459980523894,16.17050070853501,16.018207920245125
Home & Garden,3926.0,6003114359100,Farmer,empty,Business and industry,1.9074508391318272,10.393048861437041,8.65446401371226
Arts & Entertainment,3925.0,6005481766265,IPad Mini,Local Business,Technology,1.3707556742309457,7.930145918749738,8.65446401371226
Illegal Content,3924.0,6003490831231,Saturday,empty,Hobbies and activities,5.721320625766074,14.07842016245062,14.569833683105681
Business,3923.0,6003773950878,AT&T,empty,Business and industry,18.88293622966686,21.518331024721228,37.6764733183564
Business,3922.0,6003325004380,Startup company,empty,Business and industry,-2.8667874541125875,21.103198256282433,22.53166677572754
Arts & Entertainment,3921.0,6005090276660,Capital (radio network),empty,Business and industry,-14.782530300831015,2.3256836589009784,-2.124041620842023
Sports,3920.0,6002988344794,Cricket,empty,Sports and outdoors,5.162812269814857,35.140891471083265,28.581692346957887
Automotive,3919.0,6003397688535,Ducati Monster,Local Business,Business and industry,336.94221495562334,-10.132634044626517,16.469572592722994
Travel,3918.0,6003326186941,Malaysia,empty,"Travel, places and events",3.0333753235589676,7.565475214578295,8.744366518357257
Automotive,3917.0,6003342603828,Fiat Automobiles,empty,Business and industry,-14.365265166799425,11.74870003353708,10.838651376398802
Technology & Computing,3916.0,6003321322341,C (programming language),Software,empty,8.224605715026398,24.693174250587205,25.97237392786922
Religion & Spirituality,3915.0,6003140211647,Christian hip hop,Musical Genre,News and entertainment,-1.5348714341076024,23.210710911819906,23.84087038199331
Society,3914.0,6003460462903,Wisconsin,empty,"Travel, places and events",-26.935141217367022,-31.857164416040355,-32.89713073037769
Education,3913.0,6003123299417,Computer science,empty,Business and industry,-5.070604496334156,30.109385011282342,29.61371279598577
Technology & Computing,3912.0,6003103786434,Blu-ray Disc,empty,Business and industry,4.042423562131508,3.564620154830634,4.681647387575434
Arts & Entertainment,3911.0,6003268939800,Multimedia,empty,Business and industry,4.307982238006444,23.21446620208454,25.34482925281835
Arts & Entertainment,3910.0,6003757913753,Boss (TV series),empty,News and entertainment,10.14406184219725,-0.44104537349946316,-6.41201881252022
Arts & Entertainment,3909.0,6003240217210,Playlist,empty,Technology,1.2366933780939793,24.142587698994113,23.75322959067782
Sports,3908.0,6003452445883,Edge (wrestler),empty,People,3.6093026015402256,28.929026096633176,26.37236169817666
Hobbies & Interests,3906.0,6002883962822,Play (activity),empty,News and entertainment,-1.939422709081441,20.244233178191543,19.51636127703886
Sports,3905.0,6003330116999,FC Barcelona C,empty,Sports and outdoors,3.254981921949257,21.278361310943197,17.343819903674202
Arts & Entertainment,3904.0,6010117632911,Extra (TV program),empty,News and entertainment,0.9925560585666533,37.37462564932291,30.911517053779363
Automotive,3903.0,6003281661725,Toyota Corolla,empty,Hobbies and activities,-0.5824631986052838,7.757133944455752,8.413705735756725
Technology & Computing,3902.0,6003267439114,3D computer graphics,empty,Technology,87.41417359670031,32.847434848801285,24.625251047108193
Home & Garden,3901.0,6003371398940,Pump,empty,Hobbies and activities,-0.3487272196482267,11.32924945697117,11.770355926159313
Shopping,3900.0,6003301621702,Easy (store),empty,Business and industry,-81.31883714500344,-82.70841101489411,-83.79718826017555
Sports,3899.0,6003436609083,Kevin Durant,Local Business,People,-12.805897712466097,12.248852372752927,9.31474490531882
Sports,3898.0,6003392278125,Lewis Hamilton,Athlete,People,7.449762968297957,-3.269192429439723,-0.23570229006285714
Automotive,3897.0,6002915935355,Triumph Motorcycles,Motorcycle Dealership,Business and industry,0.41737871537419735,12.557851820677067,12.234252732300384
Sports,3896.0,6003054616985,formula drift,Sports League,Sports and outdoors,-3.2117621694972445,4.361229646906746,14.873962230055378
Arts & Entertainment,3895.0,6003176348835,Record label,empty,News and entertainment,-4.672742650111988,10.495957157567577,13.345563388805603
Arts & Entertainment,3894.0,6003422312289,Comedy Central,empty,News and entertainment,0.5525479015873442,10.228037870723554,10.917372905137182
Sports,3893.0,6003235102412,Chicago Bulls,empty,Sports and outdoors,-3.468908288619298,-2.687868819464934,-0.5195891290726736
Sports,3892.0,6003324247314,NBA on TNT,empty,News and entertainment,309.15895983972786,27.691694519980253,24.73271623602521
Personal Finance,3891.0,6003719384062,Income,empty,Business and industry,-1.3885765708744184,26.38638377608301,20.073943124948652
Business,3890.0,6003418227431,Fuel,empty,Business and industry,0.312372431669061,17.23046337424777,18.088707615174084
Sports,3889.0,6003350372130,Deportivo Alavés,Sports Team,Sports and outdoors,155.95843183814225,11.773202800435719,30.14677682524684
Travel,3888.0,6003116942268,Balkans,empty,"Travel, places and events",-71.7858689289388,8.409579152537598,7.333487803732364
Real Estate,3887.0,6003117680388,Property,empty,Business and industry,7.185299046116761,12.003481266173546,10.657944613048828
Real Estate,3886.0,6002999729292,Lease,empty,"Travel, places and events",1.6488593244476961,4.446549510259857,6.891331247595828
Technology & Computing,3885.0,6003287187711,Lenovo,empty,Business and industry,-5.1312413647663835,-17.388347184648943,-17.624713723754617
Society,3884.0,6003117288068,Michigan,empty,"Travel, places and events",37.7537101909823,-1.8322561168017983,2.844954737636365
Law Government & Politics,3883.0,6003481555669,Bosnia and Herzegovina,empty,"Travel, places and events",-4.946855367753737,0.0401275831933923,-5.659039326739552
Careers,3882.0,6005541115449,Brand ambassador,Work Position,Business and industry,3.0228024327417837,27.185038342811527,26.862951568369205
Travel,3881.0,6003197718872,Singapore,empty,"Travel, places and events",4.378233083123444,27.933891533058066,27.294870026884368
Food & Drink,3880.0,6003292124828,Whisky,empty,Food and drink,2.693923446162987,31.574453670930684,31.815388960391353
Sports,3879.0,6003278783171,NBA playoffs,empty,Business and industry,-1.5272993609083985,9.660357324249693,10.35174465300977
Health & Fitness,3878.0,6003288780851,Fitness professional,Sports & Recreation Venue,Business and industry,2.580715216802057,14.660402378954835,18.24498115036529
Pets,3877.0,6003331478694,Wildlife,empty,Hobbies and activities,-10.64198580892968,34.06908577855287,36.00351453565688
Arts & Entertainment,3876.0,6003674420318,CD Baby,Local Business,Business and industry,2.392856007415743,77.5191190817205,87.11492576670102
Science,3875.0,6003865907678,NASA,empty,Business and industry,-6.201137301387588,22.75801246957897,23.51463549560583
Sports,3874.0,6002992069973,Sports equipment,empty,Sports and outdoors,19.22722963803968,-29.468290543745113,-26.910409537634987
